[2024-12-28 21:06:16,836, 15, root, INFO - Initiate the data ingestion]
[2024-12-28 21:08:50,771, 48, root, INFO - Entered get_data_trnasformer_object method of Trnasformation class]
[2024-12-28 21:08:50,771, 53, root, INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-12-28 21:08:50,783, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:08:50,787, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:08:50,787, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:08:50,787, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:08:50,792, 32, root, INFO - data Transformation completed]
[2024-12-28 21:08:50,792, 34, root, INFO - Model Training sstared]
[2024-12-28 21:10:30,418, 16, root, INFO - Initiate the data ingestion]
[2024-12-28 21:10:33,427, 67, root, INFO - Performed train test split on the dataframe]
[2024-12-28 21:10:33,427, 69, root, INFO - Exited split_data_as_train_test method of Data_Ingestion class]
[2024-12-28 21:10:33,427, 77, root, INFO - Exporting train and test file path.]
[2024-12-28 21:10:33,469, 86, root, INFO - Exported train and test file path.]
[2024-12-28 21:10:33,469, 20, root, INFO - Data Initiation Completed]
[2024-12-28 21:10:33,485, 23, root, INFO - Initiate the data validation]
[2024-12-28 21:10:33,531, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:10:33,531, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:10:33,531, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:10:33,531, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:10:33,639, 25, root, INFO - data validation completed]
[2024-12-28 21:10:33,639, 28, root, INFO - data Transformation started]
[2024-12-28 21:10:33,639, 63, root, INFO - Entered initiate_data_transformation method of DataTransformation class]
[2024-12-28 21:10:33,639, 65, root, INFO - Starting data transformation]
[2024-12-28 21:10:33,661, 48, root, INFO - Entered get_data_trnasformer_object method of Trnasformation class]
[2024-12-28 21:10:33,661, 53, root, INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-12-28 21:10:33,663, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:10:33,675, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:10:33,675, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:10:33,675, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:10:33,678, 32, root, INFO - data Transformation completed]
[2024-12-28 21:10:33,678, 34, root, INFO - Model Training sstared]
[2024-12-28 21:15:37,501, 16, root, INFO - Initiate the data ingestion]
[2024-12-28 21:15:44,247, 67, root, INFO - Performed train test split on the dataframe]
[2024-12-28 21:15:44,247, 69, root, INFO - Exited split_data_as_train_test method of Data_Ingestion class]
[2024-12-28 21:15:44,248, 77, root, INFO - Exporting train and test file path.]
[2024-12-28 21:15:44,295, 86, root, INFO - Exported train and test file path.]
[2024-12-28 21:15:44,295, 20, root, INFO - Data Initiation Completed]
[2024-12-28 21:15:44,301, 23, root, INFO - Initiate the data validation]
[2024-12-28 21:15:44,360, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:15:44,360, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:15:44,360, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:15:44,360, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:15:44,481, 25, root, INFO - data validation completed]
[2024-12-28 21:15:44,482, 28, root, INFO - data Transformation started]
[2024-12-28 21:15:44,482, 63, root, INFO - Entered initiate_data_transformation method of DataTransformation class]
[2024-12-28 21:15:44,482, 65, root, INFO - Starting data transformation]
[2024-12-28 21:15:44,501, 48, root, INFO - Entered get_data_trnasformer_object method of Trnasformation class]
[2024-12-28 21:15:44,502, 53, root, INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-12-28 21:15:44,512, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:15:44,515, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:15:44,515, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:15:44,517, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:15:44,519, 32, root, INFO - data Transformation completed]
[2024-12-28 21:15:44,519, 34, root, INFO - Model Training sstared]
[2024-12-28 21:16:24,163, 16, root, INFO - Initiate the data ingestion]
[2024-12-28 21:16:27,744, 67, root, INFO - Performed train test split on the dataframe]
[2024-12-28 21:16:27,744, 69, root, INFO - Exited split_data_as_train_test method of Data_Ingestion class]
[2024-12-28 21:16:27,745, 77, root, INFO - Exporting train and test file path.]
[2024-12-28 21:16:27,792, 86, root, INFO - Exported train and test file path.]
[2024-12-28 21:16:27,792, 20, root, INFO - Data Initiation Completed]
[2024-12-28 21:16:27,796, 23, root, INFO - Initiate the data validation]
[2024-12-28 21:16:27,847, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:16:27,847, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:16:27,847, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:16:27,847, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:16:27,978, 25, root, INFO - data validation completed]
[2024-12-28 21:16:27,978, 28, root, INFO - data Transformation started]
[2024-12-28 21:16:27,978, 63, root, INFO - Entered initiate_data_transformation method of DataTransformation class]
[2024-12-28 21:16:27,978, 65, root, INFO - Starting data transformation]
[2024-12-28 21:16:27,999, 48, root, INFO - Entered get_data_trnasformer_object method of Trnasformation class]
[2024-12-28 21:16:27,999, 53, root, INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-12-28 21:16:28,011, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:16:28,014, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:16:28,014, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:16:28,016, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:16:28,018, 32, root, INFO - data Transformation completed]
[2024-12-28 21:16:28,018, 34, root, INFO - Model Training sstared]
[2024-12-28 21:18:41,526, 16, root, INFO - Initiate the data ingestion]
[2024-12-28 21:18:44,294, 67, root, INFO - Performed train test split on the dataframe]
[2024-12-28 21:18:44,294, 69, root, INFO - Exited split_data_as_train_test method of Data_Ingestion class]
[2024-12-28 21:18:44,294, 77, root, INFO - Exporting train and test file path.]
[2024-12-28 21:18:44,349, 86, root, INFO - Exported train and test file path.]
[2024-12-28 21:18:44,349, 20, root, INFO - Data Initiation Completed]
[2024-12-28 21:18:44,355, 23, root, INFO - Initiate the data validation]
[2024-12-28 21:18:44,419, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:18:44,419, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:18:44,419, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:18:44,419, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:18:44,539, 25, root, INFO - data validation completed]
[2024-12-28 21:18:44,539, 28, root, INFO - data Transformation started]
[2024-12-28 21:18:44,539, 63, root, INFO - Entered initiate_data_transformation method of DataTransformation class]
[2024-12-28 21:18:44,539, 65, root, INFO - Starting data transformation]
[2024-12-28 21:18:44,556, 48, root, INFO - Entered get_data_trnasformer_object method of Trnasformation class]
[2024-12-28 21:18:44,556, 53, root, INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-12-28 21:18:44,556, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:18:44,556, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:18:44,556, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:18:44,571, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:18:44,571, 32, root, INFO - data Transformation completed]
[2024-12-28 21:18:44,571, 34, root, INFO - Model Training sstared]
[2024-12-28 21:22:19,403, 16, root, INFO - Initiate the data ingestion]
[2024-12-28 21:22:27,679, 67, root, INFO - Performed train test split on the dataframe]
[2024-12-28 21:22:27,680, 69, root, INFO - Exited split_data_as_train_test method of Data_Ingestion class]
[2024-12-28 21:22:27,680, 77, root, INFO - Exporting train and test file path.]
[2024-12-28 21:22:27,726, 86, root, INFO - Exported train and test file path.]
[2024-12-28 21:22:27,728, 20, root, INFO - Data Initiation Completed]
[2024-12-28 21:22:27,732, 23, root, INFO - Initiate the data validation]
[2024-12-28 21:22:27,789, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:22:27,789, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:22:27,789, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:22:27,790, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:22:27,899, 25, root, INFO - data validation completed]
[2024-12-28 21:22:27,899, 28, root, INFO - data Transformation started]
[2024-12-28 21:22:27,899, 63, root, INFO - Entered initiate_data_transformation method of DataTransformation class]
[2024-12-28 21:22:27,899, 65, root, INFO - Starting data transformation]
[2024-12-28 21:22:27,919, 48, root, INFO - Entered get_data_trnasformer_object method of Trnasformation class]
[2024-12-28 21:22:27,921, 53, root, INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-12-28 21:22:27,930, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:22:27,936, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:22:27,936, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:22:27,939, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:22:27,940, 32, root, INFO - data Transformation completed]
[2024-12-28 21:22:27,941, 34, root, INFO - Model Training sstared]
[2024-12-28 21:22:59,170, 16, root, INFO - Initiate the data ingestion]
[2024-12-28 21:23:02,368, 67, root, INFO - Performed train test split on the dataframe]
[2024-12-28 21:23:02,368, 69, root, INFO - Exited split_data_as_train_test method of Data_Ingestion class]
[2024-12-28 21:23:02,368, 77, root, INFO - Exporting train and test file path.]
[2024-12-28 21:23:02,414, 86, root, INFO - Exported train and test file path.]
[2024-12-28 21:23:02,415, 20, root, INFO - Data Initiation Completed]
[2024-12-28 21:23:02,418, 23, root, INFO - Initiate the data validation]
[2024-12-28 21:23:02,471, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:23:02,471, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:23:02,471, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:23:02,471, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:23:02,582, 25, root, INFO - data validation completed]
[2024-12-28 21:23:02,582, 28, root, INFO - data Transformation started]
[2024-12-28 21:23:02,582, 63, root, INFO - Entered initiate_data_transformation method of DataTransformation class]
[2024-12-28 21:23:02,582, 65, root, INFO - Starting data transformation]
[2024-12-28 21:23:02,613, 48, root, INFO - Entered get_data_trnasformer_object method of Trnasformation class]
[2024-12-28 21:23:02,613, 53, root, INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-12-28 21:23:02,629, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:23:02,634, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:23:02,634, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:23:02,636, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:23:02,638, 32, root, INFO - data Transformation completed]
[2024-12-28 21:23:02,638, 34, root, INFO - Model Training sstared]
[2024-12-28 21:25:21,521, 16, root, INFO - Initiate the data ingestion]
[2024-12-28 21:25:27,951, 67, root, INFO - Performed train test split on the dataframe]
[2024-12-28 21:25:27,951, 69, root, INFO - Exited split_data_as_train_test method of Data_Ingestion class]
[2024-12-28 21:25:27,952, 77, root, INFO - Exporting train and test file path.]
[2024-12-28 21:25:27,998, 86, root, INFO - Exported train and test file path.]
[2024-12-28 21:25:27,999, 20, root, INFO - Data Initiation Completed]
[2024-12-28 21:25:28,003, 23, root, INFO - Initiate the data validation]
[2024-12-28 21:25:28,060, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:25:28,060, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:25:28,060, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:25:28,060, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:25:28,184, 25, root, INFO - data validation completed]
[2024-12-28 21:25:28,184, 28, root, INFO - data Transformation started]
[2024-12-28 21:25:28,184, 63, root, INFO - Entered initiate_data_transformation method of DataTransformation class]
[2024-12-28 21:25:28,184, 65, root, INFO - Starting data transformation]
[2024-12-28 21:25:28,207, 48, root, INFO - Entered get_data_trnasformer_object method of Trnasformation class]
[2024-12-28 21:25:28,207, 53, root, INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-12-28 21:25:28,219, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:25:28,224, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:25:28,225, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:25:28,228, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:25:28,230, 32, root, INFO - data Transformation completed]
[2024-12-28 21:25:28,230, 34, root, INFO - Model Training sstared]
[2024-12-28 21:25:32,540, 16, root, INFO - Initiate the data ingestion]
[2024-12-28 21:25:35,333, 67, root, INFO - Performed train test split on the dataframe]
[2024-12-28 21:25:35,333, 69, root, INFO - Exited split_data_as_train_test method of Data_Ingestion class]
[2024-12-28 21:25:35,333, 77, root, INFO - Exporting train and test file path.]
[2024-12-28 21:25:35,378, 86, root, INFO - Exported train and test file path.]
[2024-12-28 21:25:35,379, 20, root, INFO - Data Initiation Completed]
[2024-12-28 21:25:35,381, 23, root, INFO - Initiate the data validation]
[2024-12-28 21:25:35,416, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:25:35,416, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:25:35,416, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:25:35,416, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:25:35,527, 25, root, INFO - data validation completed]
[2024-12-28 21:25:35,527, 28, root, INFO - data Transformation started]
[2024-12-28 21:25:35,527, 63, root, INFO - Entered initiate_data_transformation method of DataTransformation class]
[2024-12-28 21:25:35,527, 65, root, INFO - Starting data transformation]
[2024-12-28 21:25:35,543, 48, root, INFO - Entered get_data_trnasformer_object method of Trnasformation class]
[2024-12-28 21:25:35,543, 53, root, INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-12-28 21:25:35,559, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:25:35,559, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:25:35,559, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:25:35,559, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:25:35,571, 32, root, INFO - data Transformation completed]
[2024-12-28 21:25:35,571, 34, root, INFO - Model Training sstared]
[2024-12-28 21:25:49,085, 16, root, INFO - Initiate the data ingestion]
[2024-12-28 21:25:51,895, 67, root, INFO - Performed train test split on the dataframe]
[2024-12-28 21:25:51,895, 69, root, INFO - Exited split_data_as_train_test method of Data_Ingestion class]
[2024-12-28 21:25:51,895, 77, root, INFO - Exporting train and test file path.]
[2024-12-28 21:25:51,946, 86, root, INFO - Exported train and test file path.]
[2024-12-28 21:25:51,946, 20, root, INFO - Data Initiation Completed]
[2024-12-28 21:25:51,946, 23, root, INFO - Initiate the data validation]
[2024-12-28 21:25:52,000, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:25:52,000, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:25:52,000, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:25:52,000, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:25:52,088, 25, root, INFO - data validation completed]
[2024-12-28 21:25:52,088, 28, root, INFO - data Transformation started]
[2024-12-28 21:25:52,088, 63, root, INFO - Entered initiate_data_transformation method of DataTransformation class]
[2024-12-28 21:25:52,088, 65, root, INFO - Starting data transformation]
[2024-12-28 21:25:52,104, 48, root, INFO - Entered get_data_trnasformer_object method of Trnasformation class]
[2024-12-28 21:25:52,104, 53, root, INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-12-28 21:25:52,125, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:25:52,130, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:25:52,130, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:25:52,132, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:25:52,132, 32, root, INFO - data Transformation completed]
[2024-12-28 21:25:52,132, 34, root, INFO - Model Training sstared]
[2024-12-28 21:27:49,324, 16, root, INFO - Initiate the data ingestion]
[2024-12-28 21:27:53,044, 67, root, INFO - Performed train test split on the dataframe]
[2024-12-28 21:27:53,044, 69, root, INFO - Exited split_data_as_train_test method of Data_Ingestion class]
[2024-12-28 21:27:53,044, 77, root, INFO - Exporting train and test file path.]
[2024-12-28 21:27:53,096, 86, root, INFO - Exported train and test file path.]
[2024-12-28 21:27:53,096, 20, root, INFO - Data Initiation Completed]
[2024-12-28 21:27:53,105, 23, root, INFO - Initiate the data validation]
[2024-12-28 21:27:53,145, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:27:53,145, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:27:53,145, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:27:53,145, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:27:53,240, 25, root, INFO - data validation completed]
[2024-12-28 21:27:53,240, 28, root, INFO - data Transformation started]
[2024-12-28 21:27:53,240, 63, root, INFO - Entered initiate_data_transformation method of DataTransformation class]
[2024-12-28 21:27:53,240, 65, root, INFO - Starting data transformation]
[2024-12-28 21:27:53,256, 48, root, INFO - Entered get_data_trnasformer_object method of Trnasformation class]
[2024-12-28 21:27:53,256, 53, root, INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-12-28 21:27:53,274, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:27:53,274, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:27:53,274, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:27:53,274, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:27:53,274, 32, root, INFO - data Transformation completed]
[2024-12-28 21:27:53,274, 34, root, INFO - Model Training sstared]
[2024-12-28 21:58:05,873, 16, root, INFO - Initiate the data ingestion]
[2024-12-28 21:58:11,512, 67, root, INFO - Performed train test split on the dataframe]
[2024-12-28 21:58:11,514, 69, root, INFO - Exited split_data_as_train_test method of Data_Ingestion class]
[2024-12-28 21:58:11,514, 77, root, INFO - Exporting train and test file path.]
[2024-12-28 21:58:11,946, 86, root, INFO - Exported train and test file path.]
[2024-12-28 21:58:11,954, 20, root, INFO - Data Initiation Completed]
[2024-12-28 21:58:11,989, 23, root, INFO - Initiate the data validation]
[2024-12-28 21:58:12,252, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:58:12,253, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:58:12,253, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:58:12,253, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:58:13,151, 25, root, INFO - data validation completed]
[2024-12-28 21:58:13,152, 28, root, INFO - data Transformation started]
[2024-12-28 21:58:13,152, 63, root, INFO - Entered initiate_data_transformation method of DataTransformation class]
[2024-12-28 21:58:13,152, 65, root, INFO - Starting data transformation]
[2024-12-28 21:58:13,271, 48, root, INFO - Entered get_data_trnasformer_object method of Trnasformation class]
[2024-12-28 21:58:13,271, 53, root, INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-12-28 21:58:13,344, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:58:13,360, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:58:13,360, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:58:13,370, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:58:13,384, 32, root, INFO - data Transformation completed]
[2024-12-28 21:58:13,384, 34, root, INFO - Model Training sstared]
